COUNTY_NAME,STATE_NAME,FIPS,county_pop2018_18 and older,anycondition_number,Obesity_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,proportionAnyCondition,proportionObese,proportionHeartDisease,proportionCOPD,proportionDiabetes,proportionCKD
Columbiana,Ohio,39029,81792,41493,31245,7875,9070,11540,2805,0.507299002,0.382005575,0.09628081,0.110891041,0.141089593,0.034294308
Coshocton,Ohio,39031,27944,13376,10255,2789,3367,3870,1004,0.478671629,0.366983968,0.099806756,0.120490982,0.138491268,0.035929001
Crawford,Ohio,39033,32582,16824,12251,3189,3594,4543,1127,0.516358726,0.376005156,0.097876128,0.110306304,0.139432816,0.034589651
Cuyahoga,Ohio,39035,985975,445409,344105,79547,86130,130681,34175,0.45174472,0.348999721,0.080678516,0.087355156,0.132539872,0.034661122
Darke,Ohio,39037,39189,20021,15245,3505,4022,5203,1277,0.510883156,0.389012223,0.089438363,0.10263084,0.132766848,0.032585675
Defiance,Ohio,39039,29432,15439,12214,2390,2699,3618,894,0.524565099,0.414990487,0.081204132,0.091702908,0.122927426,0.030375102
Delaware,Ohio,39041,151008,60607,49380,8404,8901,14149,3478,0.401349597,0.327002543,0.055652681,0.058943897,0.093697023,0.023031892
Erie,Ohio,39043,59541,28577,22030,5273,5713,8021,1994,0.479954989,0.369997145,0.088560824,0.095950689,0.134713895,0.033489528
Fairfield,Ohio,39045,118380,57634,43919,8627,9798,13687,3365,0.486855888,0.371000169,0.072875486,0.082767359,0.115619192,0.02842541
Fayette,Ohio,39047,21973,12215,8701,1969,2444,2949,731,0.555909525,0.395985983,0.089609976,0.111227415,0.134210167,0.033268102
Franklin,Ohio,39049,1005657,392670,303708,60329,69369,113626,26580,0.390461161,0.301999588,0.059989639,0.068978787,0.112986833,0.026430483
Fulton,Ohio,39051,32341,15360,12160,2615,2985,3930,981,0.474938932,0.375993321,0.080857116,0.092297703,0.121517578,0.030333014
Gallia,Ohio,39053,23182,13108,8832,2276,2788,3361,840,0.565438702,0.380985247,0.098179622,0.120265723,0.144983177,0.03623501
Geauga,Ohio,39055,72535,31720,24444,5699,6134,8456,2171,0.437306128,0.336995933,0.078568967,0.084566072,0.116578204,0.029930378
Greene,Ohio,39057,133324,55089,42530,9308,10057,14599,3692,0.413196424,0.31899733,0.069814887,0.07543278,0.109500165,0.027691938
Guernsey,Ohio,39059,30385,16014,11425,2985,3562,4317,1077,0.527036367,0.376007899,0.098239263,0.117228896,0.142076683,0.035445121
Hamilton,Ohio,39061,629137,279927,213277,46814,48978,80604,18983,0.444938066,0.338999296,0.074409866,0.077849499,0.128118359,0.030173078
Hancock,Ohio,39063,59075,27454,22567,4447,4994,6688,1699,0.464731274,0.382005925,0.07527719,0.084536606,0.113212019,0.028760051
Hardin,Ohio,39065,24162,11842,9278,1945,2360,2926,729,0.490108435,0.383991391,0.080498303,0.097674034,0.121099247,0.030171343
Harrison,Ohio,39067,11991,6515,5000,1235,1440,1767,437,0.54332416,0.416979401,0.102993912,0.120090068,0.14736052,0.036444
Henry,Ohio,39069,20800,9331,7218,1713,1885,2510,633,0.448605769,0.347019231,0.082355769,0.090625,0.120673077,0.030432692
Highland,Ohio,39071,32789,17047,12657,3245,3933,4787,1167,0.519899966,0.386013602,0.098966117,0.119948763,0.145994083,0.035591204
Hocking,Ohio,39073,22137,11730,8368,2093,2372,2985,735,0.529882098,0.378009667,0.09454759,0.107150924,0.13484212,0.033202331
Holmes,Ohio,39075,30256,12920,9531,2593,3459,3558,937,0.427022739,0.315011898,0.08570201,0.114324432,0.11759651,0.030969064
Huron,Ohio,39077,44418,21828,16968,3907,4670,5519,1424,0.491422396,0.382007294,0.087959836,0.105137557,0.12425143,0.032059075
Jackson,Ohio,39079,24732,14644,10808,2308,2850,3640,857,0.592107391,0.43700469,0.093320395,0.115235323,0.147177745,0.034651464
Jefferson,Ohio,39081,53171,29414,21056,5190,5761,7597,1886,0.553196291,0.396005341,0.097609599,0.108348536,0.142878637,0.035470463
Knox,Ohio,39083,47832,22721,16646,3945,4450,5658,1457,0.475016725,0.348009701,0.082476167,0.093033952,0.118289012,0.030460779
Lake,Ohio,39085,184305,83379,63954,14174,15605,21705,5514,0.452396842,0.347000895,0.07690513,0.084669434,0.117766745,0.029917799
Lawrence,Ohio,39087,46857,25732,18509,4523,5499,6751,1658,0.549160211,0.395010351,0.096527733,0.117357065,0.144076659,0.035384254
Licking,Ohio,39089,135036,57814,45642,10162,11789,15579,3938,0.428137682,0.337998756,0.075254006,0.087302645,0.115369235,0.029162594
Logan,Ohio,39091,34938,16838,12438,2975,3529,4445,1101,0.481939436,0.356002061,0.085150839,0.101007499,0.127225371,0.031512966
Lorain,Ohio,39093,241295,110292,84936,20163,21680,33089,7691,0.457083653,0.352000663,0.083561615,0.089848526,0.137130898,0.031873847
Lucas,Ohio,39095,331337,159044,123589,26853,31559,41730,10926,0.48000676,0.373000902,0.081044375,0.095247437,0.12594428,0.03297549
Madison,Ohio,39097,35296,16500,11859,2669,3174,4152,1009,0.467475068,0.335987081,0.075617634,0.089925204,0.117633726,0.028586809
Mahoning,Ohio,39099,183650,97916,65379,17216,18372,27287,6553,0.533166349,0.355997822,0.093743534,0.100038116,0.148581541,0.035682004
Marion,Ohio,39101,51585,28434,20376,4843,5567,6928,1720,0.551206746,0.394998546,0.093883881,0.107918969,0.134302607,0.033343026
Medina,Ohio,39103,139159,54548,41887,9713,10680,14667,3772,0.391983271,0.301001013,0.069797857,0.076746743,0.105397423,0.027105685
Meigs,Ohio,39105,18174,10059,6797,1911,2321,2790,684,0.553482998,0.373995818,0.105150215,0.127709915,0.153516012,0.037636184
Mercer,Ohio,39107,30428,13722,10650,2502,2798,3637,918,0.450966215,0.350006573,0.082226896,0.091954778,0.119528066,0.030169581
Miami,Ohio,39109,81833,36363,26514,6633,7555,9590,2511,0.444356189,0.32400132,0.08105532,0.092322168,0.117189887,0.030684443
Monroe,Ohio,39111,10994,5600,4068,1195,1336,1648,412,0.509368747,0.370020011,0.108695652,0.12152083,0.149899945,0.037474986
Montgomery,Ohio,39113,414788,207524,150568,34842,38375,55932,13765,0.500313413,0.362999894,0.083999537,0.092517141,0.134844788,0.033185627
Morgan,Ohio,39115,11544,6606,4525,1308,1516,1789,455,0.572245322,0.391978517,0.113305613,0.131323631,0.15497228,0.039414414
Morrow,Ohio,39117,27099,13472,10325,2270,2800,3497,839,0.497140116,0.381010369,0.083766929,0.103324846,0.129045352,0.030960552
Muskingum,Ohio,39119,66725,33307,24755,6026,7237,8370,2208,0.499168228,0.371000375,0.090310978,0.108460097,0.12544024,0.033091045
Noble,Ohio,39121,11720,6363,4524,1453,1463,1956,473,0.542918089,0.386006826,0.123976109,0.124829352,0.166894198,0.040358362
Ottawa,Ohio,39123,33197,16320,12250,3154,3290,4440,1141,0.491610688,0.369009248,0.095008585,0.099105341,0.133747025,0.034370576
Paulding,Ohio,39125,14361,7092,5314,1217,1406,1816,447,0.493837476,0.370029942,0.084743402,0.097904046,0.12645359,0.031125966
Perry,Ohio,39127,27590,14485,10815,2522,3132,3560,908,0.525009061,0.391989851,0.091409931,0.113519391,0.129032258,0.032910475
Pickaway,Ohio,39129,45640,21940,17024,3462,4178,5350,1303,0.480718668,0.373006135,0.075854514,0.091542507,0.117221735,0.028549518
Pike,Ohio,39131,21454,11988,8796,2102,2592,3148,772,0.558776918,0.409993474,0.097977067,0.120816631,0.146732544,0.035983966
Portage,Ohio,39133,132396,54031,39057,9644,10882,13788,3642,0.408101453,0.29500136,0.07284208,0.082192815,0.104142119,0.027508384
Preble,Ohio,39135,31823,16028,11775,2777,3181,3944,1011,0.503660874,0.370015398,0.087263929,0.099959149,0.123935518,0.031769475
Putnam,Ohio,39137,25173,10585,8282,1940,2134,2740,721,0.420490208,0.329003297,0.077066698,0.084773368,0.10884678,0.028641799
Richland,Ohio,39139,94936,45319,36266,8619,9788,12868,3233,0.477363698,0.382004719,0.090787478,0.103101036,0.135543945,0.034054521
Ross,Ohio,39141,60660,32048,24567,5397,6572,8456,2046,0.528321794,0.404995054,0.088971316,0.108341576,0.139399934,0.033728981
Sandusky,Ohio,39143,45680,19849,15851,3987,4478,5931,1490,0.434522767,0.347000876,0.087281086,0.098029772,0.129838004,0.032618214
Scioto,Ohio,39145,59168,32638,23726,5930,7463,8669,2130,0.551615738,0.40099378,0.100223094,0.126132369,0.146515008,0.035999189
Seneca,Ohio,39147,43106,21826,16725,3608,4194,5699,1374,0.506333225,0.387997031,0.083700645,0.09729504,0.132208973,0.031874913
Shelby,Ohio,39149,36550,17659,12464,2973,3420,4309,1089,0.483146375,0.341012312,0.081340629,0.093570451,0.117893297,0.029794802
Stark,Ohio,39151,291890,140989,111502,24483,28058,38121,9364,0.483021001,0.382000069,0.083877488,0.096125253,0.130600569,0.032080578
Summit,Ohio,39153,428690,196517,141896,33444,37203,54137,13394,0.458412839,0.33099909,0.078014416,0.08678299,0.126284728,0.031244022
Trumbull,Ohio,39155,157839,80615,58874,14942,17367,21283,5660,0.510741959,0.373000336,0.094666084,0.110029841,0.134839932,0.035859325
Tuscarawas,Ohio,39157,71116,31621,25104,6260,7303,9214,2336,0.444639744,0.353000731,0.088025198,0.102691377,0.129562968,0.032847742
Union,Ohio,39159,43524,19370,15973,2643,3149,4132,1047,0.445041816,0.366992923,0.060725117,0.072350887,0.094936127,0.024055693
Van Wert,Ohio,39161,21690,10569,8242,1869,2129,2728,690,0.487275242,0.379990779,0.086168741,0.098155832,0.125772245,0.031811895
Vinton,Ohio,39163,10263,5857,4259,1072,1330,1483,379,0.570690831,0.414985872,0.104452889,0.129591737,0.144499659,0.036928773
Warren,Ohio,39165,174903,71592,51247,10922,11801,17248,4344,0.409324025,0.293002407,0.062446042,0.067471684,0.098614661,0.024836624
Washington,Ohio,39167,48311,22660,16571,4550,5094,6536,1627,0.469044317,0.343006769,0.094181449,0.105441825,0.1352901,0.03367763
Wayne,Ohio,39169,87877,41701,31636,7211,8539,10294,2725,0.474538275,0.360003186,0.082057876,0.097169908,0.117141004,0.031009252
Williams,Ohio,39171,28419,13840,10146,2505,2841,3736,920,0.486998135,0.357014673,0.088145255,0.099968331,0.131461346,0.032372708
Wood,Ohio,39173,104054,43470,34650,6897,7884,10901,2744,0.417763853,0.333000173,0.066282892,0.075768351,0.104762912,0.026370923
Wyandot,Ohio,39175,16978,7746,5806,1489,1697,2173,547,0.456237484,0.341971964,0.087701732,0.09995288,0.127989162,0.032218165
Adair,Oklahoma,40001,16213,9666,6696,1982,2244,3014,732,0.596188244,0.413001912,0.122247579,0.138407451,0.185900204,0.045148955
Alfalfa,Oklahoma,40003,4623,2230,1692,419,399,576,149,0.482370755,0.365996106,0.090633788,0.086307592,0.124594419,0.032230154
Atoka,Oklahoma,40005,10729,5828,4131,1167,1219,1618,419,0.543200671,0.385031224,0.108770622,0.113617299,0.150806226,0.039053034
Beaver,Oklahoma,40007,3942,1816,1352,379,368,534,139,0.460679858,0.34297311,0.096144089,0.093353628,0.135464231,0.035261289
Beckham,Oklahoma,40009,16392,7932,6180,1318,1398,1954,499,0.483894583,0.377013177,0.080405076,0.085285505,0.11920449,0.030441679
Blaine,Oklahoma,40011,7010,3418,2538,723,746,1026,268,0.487589158,0.362054208,0.103138374,0.106419401,0.14636234,0.038231098
Bryan,Oklahoma,40013,36138,17626,12684,3411,3587,4770,1264,0.487741436,0.35098788,0.094388179,0.099258398,0.131994023,0.034977032
Caddo,Oklahoma,40015,21692,11471,8243,2124,2224,3283,802,0.528812465,0.380001844,0.097916283,0.102526277,0.151346118,0.036972156
Canadian,Oklahoma,40017,106676,43194,33176,6953,7404,10661,2758,0.404908321,0.310997788,0.065178672,0.069406427,0.09993813,0.025853988
Carter,Oklahoma,40019,36102,18559,13177,3208,3425,4875,1217,0.514071243,0.364993629,0.088859343,0.09487009,0.13503407,0.033710044
Cherokee,Oklahoma,40021,38020,19782,14448,3589,3881,5397,1386,0.520305103,0.380010521,0.094397685,0.102077854,0.141951604,0.036454498
Choctaw,Oklahoma,40023,11127,6202,4384,1380,1460,2051,513,0.557382942,0.393996585,0.124022648,0.131212366,0.184326413,0.046104071
Cimarron,Oklahoma,40025,1618,828,584,179,165,245,65,0.511742892,0.360939431,0.110630408,0.10197775,0.151421508,0.040173053
Cleveland,Oklahoma,40027,221057,97459,78696,14352,14993,21808,5627,0.44087724,0.355998679,0.064924431,0.067824136,0.098653289,0.025454973
Coal,Oklahoma,40029,4187,2192,1491,470,499,658,170,0.523525197,0.356102221,0.112252209,0.119178409,0.157153093,0.040601863
Comanche,Oklahoma,40031,92090,44780,33429,6494,7234,11440,2708,0.486263438,0.363003583,0.070517972,0.078553589,0.1242263,0.029406016
Cotton,Oklahoma,40033,4477,2223,1679,460,482,651,168,0.49653786,0.37502792,0.102747375,0.10766138,0.145409873,0.037525128
Craig,Oklahoma,40035,11152,5904,4327,1229,1284,1753,449,0.529411765,0.388002152,0.110204448,0.115136298,0.157191535,0.040261836
Creek,Oklahoma,40037,54403,26517,19095,4996,5375,7150,1850,0.487417973,0.350991673,0.091833171,0.098799699,0.131426576,0.034005478
Custer,Oklahoma,40039,21792,10911,8542,1719,1788,2547,673,0.500688326,0.391978708,0.078882159,0.082048458,0.116877753,0.030882893
Delaware,Oklahoma,40041,34178,18460,12407,4144,4231,5876,1496,0.540113523,0.363011294,0.121247586,0.123793083,0.17192346,0.043770847
Dewey,Oklahoma,40043,3570,1728,1228,344,346,483,127,0.484033613,0.343977591,0.096358543,0.096918768,0.135294118,0.03557423
Ellis,Oklahoma,40045,3038,1513,1100,317,320,427,114,0.498025016,0.362080316,0.104344964,0.105332456,0.140552995,0.037524687
Garfield,Oklahoma,40047,45192,22978,16766,3900,3855,5326,1424,0.508452824,0.370994866,0.08629846,0.085302708,0.117852717,0.031510002
Garvin,Oklahoma,40049,20920,10647,7385,2075,2198,2850,746,0.508938815,0.353011472,0.09918738,0.105066922,0.13623327,0.035659656
Grady,Oklahoma,40051,42181,19393,15227,3463,3676,4957,1313,0.459756763,0.360991916,0.082098575,0.087148242,0.117517366,0.031127759
Grant,Oklahoma,40053,3297,1629,1141,305,294,407,110,0.494085532,0.346072187,0.092508341,0.089171975,0.123445557,0.033363664
Greer,Oklahoma,40055,4648,2365,1724,456,467,645,168,0.508820998,0.37091222,0.098106713,0.100473322,0.138769363,0.036144578
Harmon,Oklahoma,40057,1989,1039,758,201,195,302,77,0.522373052,0.381096028,0.101055807,0.098039216,0.151835093,0.038712921
Harper,Oklahoma,40059,2778,1306,939,254,254,354,95,0.47012239,0.338012959,0.091432685,0.091432685,0.127429806,0.034197264
Haskell,Oklahoma,40061,9690,5275,3837,1091,1166,1505,394,0.544375645,0.395975232,0.112590299,0.120330237,0.155314757,0.040660475
Hughes,Oklahoma,40063,10435,5750,4205,1113,1189,1632,410,0.551030187,0.402970771,0.106660278,0.11394346,0.156396742,0.039290848
Jackson,Oklahoma,40065,18639,8857,6971,1491,1530,2279,593,0.475186437,0.374000751,0.079993562,0.082085949,0.122270508,0.031815012
Jefferson,Oklahoma,40067,4645,2705,1946,549,567,767,197,0.582346609,0.418945102,0.118191604,0.122066738,0.165123789,0.042411195
Johnston,Oklahoma,40069,8376,4521,3325,876,920,1231,320,0.539756447,0.396967526,0.104584527,0.109837631,0.146967526,0.038204394
Kay,Oklahoma,40071,33070,16674,12732,3295,3307,4454,1194,0.504203205,0.385001512,0.099637133,0.1,0.134684004,0.036105231
Kingfisher,Oklahoma,40073,11525,5135,3826,942,978,1359,359,0.445553145,0.33197397,0.081735358,0.084859002,0.11791757,0.031149675
Kiowa,Oklahoma,40075,6684,3443,2527,724,744,1031,264,0.515110712,0.378067026,0.108318372,0.111310592,0.154248953,0.039497307
Latimer,Oklahoma,40077,8033,4313,3012,919,910,1245,329,0.536910245,0.374953318,0.114403087,0.113282709,0.154985684,0.040956056
Le Flore,Oklahoma,40079,37983,18845,14358,3980,4319,5556,1461,0.496143011,0.378011216,0.104783719,0.113708764,0.146275966,0.038464576
Lincoln,Oklahoma,40081,26610,13528,10138,2542,2690,3477,924,0.508380308,0.380984592,0.095527997,0.101089816,0.130665163,0.034723788
Logan,Oklahoma,40083,36422,15834,11764,2863,2940,4155,1092,0.434737247,0.322991598,0.078606337,0.080720444,0.114079403,0.029981879
Love,Oklahoma,40085,7673,3824,2785,731,761,1065,271,0.498370911,0.362961032,0.095269126,0.099178939,0.138798384,0.03531865
McClain,Oklahoma,40087,29720,13009,9808,2263,2329,3276,857,0.437718708,0.330013459,0.076144011,0.078364738,0.110228802,0.028835801
McCurtain,Oklahoma,40089,24484,13348,9524,2719,2942,3881,996,0.545172357,0.388988727,0.111052116,0.120160105,0.158511681,0.040679628
McIntosh,Oklahoma,40091,15790,8942,5969,1968,1999,2783,703,0.56630779,0.378024066,0.124635845,0.126599113,0.176250792,0.044521849
Major,Oklahoma,40093,5712,2736,2005,525,517,718,190,0.478991597,0.351015406,0.091911765,0.090511204,0.12570028,0.033263305
Marshall,Oklahoma,40095,12926,7041,5235,1426,1423,2016,519,0.544716076,0.404997679,0.110320285,0.110088194,0.155964722,0.040151632
Mayes,Oklahoma,40097,31509,16608,11910,3209,3440,4720,1178,0.527087499,0.377987242,0.101843918,0.109175156,0.14979847,0.037386144
Murray,Oklahoma,40099,10740,5428,3791,1072,1107,1521,389,0.505400372,0.352979516,0.09981378,0.103072626,0.141620112,0.036219739
Muskogee,Oklahoma,40101,51723,27601,20896,4966,5319,7703,1924,0.533631073,0.403998221,0.096011446,0.102836262,0.148927943,0.037198152
Noble,Oklahoma,40103,8628,4206,3072,784,794,1096,285,0.487482615,0.35605007,0.090866945,0.092025962,0.12702828,0.033031989
Nowata,Oklahoma,40105,7890,4236,3101,824,861,1174,300,0.536882129,0.393029151,0.104435995,0.109125475,0.148795944,0.038022814
Okfuskee,Oklahoma,40107,9366,5286,3915,1050,1137,1531,386,0.564381807,0.418001281,0.112107623,0.121396541,0.163463592,0.041212898
Oklahoma,Oklahoma,40109,589200,266544,212112,45307,43888,71630,17973,0.452382892,0.36,0.076895791,0.074487441,0.121571623,0.030504073
Okmulgee,Oklahoma,40111,29326,15678,11672,3049,3216,4435,1159,0.534610925,0.398008593,0.103969174,0.10966378,0.15123099,0.039521244
Osage,Oklahoma,40113,36797,18589,13173,3730,3751,5430,1400,0.505177052,0.357991141,0.101366959,0.101937658,0.147566378,0.03804658
Ottawa,Oklahoma,40115,23532,12393,9342,2496,2697,3571,922,0.526644569,0.396991331,0.106068332,0.114609893,0.151750807,0.03918069
Pawnee,Oklahoma,40117,12512,6420,4905,1257,1315,1807,457,0.513107417,0.392023657,0.100463555,0.105099105,0.144421355,0.036524936
Payne,Oklahoma,40119,66227,27454,20795,4307,4639,6077,1718,0.414543917,0.313995802,0.065033899,0.07004696,0.091760158,0.025941081
Pittsburg,Oklahoma,40121,34132,17258,11673,3425,3575,4880,1264,0.50562522,0.341995781,0.100345717,0.10474042,0.142974335,0.037032697
Pontotoc,Oklahoma,40123,28990,14207,10668,2424,2498,3445,925,0.49006554,0.367988962,0.08361504,0.086167644,0.118834081,0.031907554
Pottawatomie,Oklahoma,40125,55503,27053,19204,4771,5300,7240,1831,0.487415095,0.345999315,0.085959318,0.095490334,0.130443399,0.032989208
Pushmataha,Oklahoma,40127,8702,4535,3263,1021,1060,1395,368,0.521144564,0.374971271,0.11732935,0.121811078,0.160307975,0.042289129
